"","OTU","Phylum","Class","Order","Family","Subfamily","Genus","Species","Taxon Similarity","Sequences","Dereplicates","PreClusters","Dereplication Reduction (%)","Preclustering Reduction (%)","Length","GC Composition","MID","name"
"1419","OTU7",NA,NA,NA,NA,NA,NA,NA,0,17,2,1,88.24,50,251.65,42.12,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1420","OTU8",NA,NA,NA,NA,NA,NA,NA,0,15,2,1,86.67,50,457.33,33.6,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1421","OTU9",NA,NA,NA,NA,NA,NA,NA,0,13,2,1,84.62,50,458,37.42,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1422","OTU10",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,252,40.87,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1423","OTU11","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Goniohelia","Goniohelia pangraptica",97.81,10,1,1,90,0,458,30.57,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1424","OTU12",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,458,32.31,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1425","OTU13","Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,94.51,9,1,1,88.89,0,458,34.28,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1426","OTU14",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,105,25.71,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1427","OTU15","Arthropoda","Insecta","Lepidoptera","Noctuidae",NA,"noctuidBioAlfa01","noctuidBioAlfa01 BioAlfa323",95.4,6,1,1,83.33,0,458,31.22,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1428","OTU21","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Scarabaeinae","Copris","Copris brevicornis",97.8,5,1,1,80,0,459,33.33,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1429","OTU16","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Oxydia","Oxydia sinuosaDHJ02",97.37,5,1,1,80,0,458,32.31,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1430","OTU17","Arthropoda","Insecta","Lepidoptera","Gelechiidae",NA,"geleBioLep01","geleBioLep01 BioLep1180",91.68,5,1,1,80,0,458,31.44,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1431","OTU20","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Scarabaeinae","Copris","Copris brevicornis",97.59,5,1,1,80,0,458,33.62,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1432","OTU18","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutinae","Pelochrista","Pelochrista fuscostriata",93.65,5,1,1,80,0,126,32.54,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1433","OTU19","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,96.25,5,1,1,80,0,458,31.66,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1434","OTU1",NA,NA,NA,NA,NA,NA,NA,0,159,5,1,96.86,80,106.61,27.2,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1435","OTU2",NA,NA,NA,NA,NA,NA,NA,0,69,3,1,95.65,66.67,457.83,32.98,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1436","OTU4","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Macronematinae","Leptonema","Leptonema sp. gmycC51",97.81,33,4,4,87.88,0,457.36,38.61,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1437","OTU3",NA,NA,NA,NA,NA,NA,NA,0,33,4,1,87.88,75,458.06,34.06,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1438","OTU5","Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,94.73,27,2,2,92.59,0,458,34.28,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1439","OTU6","Arthropoda","Insecta","Lepidoptera","Depressariidae","Stenomatinae","Stenoma","Stenoma phillipsEPR34",95.39,17,3,3,82.35,0,457.29,32.65,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1440","OTU7",NA,NA,NA,NA,NA,NA,NA,0,14,2,1,85.71,50,457.43,33.64,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1441","OTU8",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,252,42.06,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1442","OTU9",NA,NA,NA,NA,NA,NA,NA,0,10,2,1,80,50,458,37.45,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1443","OTU10","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,96.25,7,1,1,85.71,0,457,31.73,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1444","OTU11","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Goniohelia","Goniohelia pangraptica",97.81,7,1,1,85.71,0,458,30.57,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1445","OTU12",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,105,25.71,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1446","OTU14","Arthropoda","Insecta","Lepidoptera","Erebidae","Erebinae","Erebus","Erebus crepuscularis",97.56,5,1,1,80,0,124,33.06,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1447","OTU15","Arthropoda","Insecta","Diptera","Mycetophilidae","Mycomyinae","Mycomya",NA,91.51,5,1,1,80,0,107,32.71,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1448","OTU16","Arthropoda","Insecta","Coleoptera","Cerophytidae",NA,NA,NA,94.33,5,1,1,80,0,458,30.57,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1449","OTU13","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,91.85,5,1,1,80,0,456,29.82,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1450","OTU1",NA,NA,NA,NA,NA,NA,NA,0,157,3,1,98.09,66.67,106.89,27.13,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1451","OTU2",NA,NA,NA,NA,NA,NA,NA,0,76,2,1,97.37,50,457.78,32.99,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1452","OTU3","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Macronematinae","Leptonema","Leptonema sp. gmycC51",97.81,60,6,6,90,0,457.63,38.62,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1453","OTU4",NA,NA,NA,NA,NA,NA,NA,0,58,3,1,94.83,66.67,156.03,32.76,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1454","OTU5","Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,94.73,40,5,5,87.5,0,457.7,34.3,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1455","OTU6",NA,NA,NA,NA,NA,NA,NA,0,36,4,1,88.89,75,457.5,34.1,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1456","OTU8",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,458,33.62,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1457","OTU9","Arthropoda","Insecta","Lepidoptera","Crambidae","Spilomelinae","Spilomelinae_genus","Spilomelinae_genus sp. 60YB",90.45,10,1,1,90,0,157,31.85,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1458","OTU7",NA,NA,NA,NA,NA,NA,NA,0,10,2,1,80,50,458,37.45,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1459","OTU10",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,105,25.71,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1460","OTU11",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,252,40.87,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1461","OTU12","Arthropoda","Insecta","Lepidoptera","Erebidae","Arctiinae","Thyretes","Thyretes sp.",91.51,7,1,1,85.71,0,107,29.91,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1462","OTU13","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Goniohelia","Goniohelia pangraptica",97.81,7,1,1,85.71,0,458,30.57,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1463","OTU14",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,32.31,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1464","OTU15",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,397,40.81,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1465","OTU16",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,169,34.91,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1466","OTU17","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,96.25,6,1,1,83.33,0,457,31.73,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1467","OTU18","Arthropoda","Insecta","Lepidoptera","Depressariidae","Stenomatinae","Stenoma","Stenoma phillipsEPR34",95.39,6,1,1,83.33,0,457,32.39,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1468","OTU19","Arthropoda","Insecta","Lepidoptera","Crambidae","Spilomelinae","Spilomelinae_genus","Spilomelinae_genus sp. 60YB",91.72,6,1,1,83.33,0,157,31.85,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1469","OTU20",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,33.84,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1470","OTU21",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,252,42.06,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1471","OTU22","Arthropoda","Insecta","Hemiptera","Cicadellidae",NA,NA,NA,97.8,5,1,1,80,0,458,34.28,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1472","OTU1",NA,NA,NA,NA,NA,NA,NA,0,103,3,1,97.09,66.67,106.83,27.15,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1473","OTU2",NA,NA,NA,NA,NA,NA,NA,0,86,3,1,96.51,66.67,457.73,32.96,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1474","OTU3","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Macronematinae","Leptonema","Leptonema sp. gmycC51",97.81,44,5,5,88.64,0,457.45,38.63,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1475","OTU4",NA,NA,NA,NA,NA,NA,NA,0,23,3,1,86.96,66.67,457.7,34.08,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1476","OTU5",NA,NA,NA,NA,NA,NA,NA,0,14,1,1,92.86,0,156,32.69,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1477","OTU8","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Goniohelia","Goniohelia pangraptica",97.81,11,1,1,90.91,0,458,30.57,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1478","OTU6",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,252,42.06,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1479","OTU7",NA,NA,NA,NA,NA,NA,NA,0,11,2,1,81.82,50,458,33.6,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1480","OTU9",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,252,40.87,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1481","OTU10",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,33.62,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1482","OTU11","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Scarabaeinae","Copris","Copris brevicornis",97.59,7,1,1,85.71,0,458,33.62,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1483","OTU14",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,37.34,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1484","OTU15","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,96.25,6,1,1,83.33,0,457,31.73,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1485","OTU16","Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,94.51,6,1,1,83.33,0,458,34.28,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1486","OTU12","Arthropoda","Insecta","Coleoptera","Cerophytidae",NA,NA,NA,94.33,6,1,1,83.33,0,458,30.57,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1487","OTU13","Arthropoda","Insecta","Lepidoptera","Depressariidae",NA,"elachJanzen01","elachJanzen01 Janzen211",95.18,6,1,1,83.33,0,457,32.82,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1488","OTU17","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,91.85,5,1,1,80,0,457,29.76,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1489","OTU1","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Macronematinae","Leptonema","Leptonema sp. gmycC51",97.81,99,6,6,93.94,0,457.44,38.65,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1490","OTU2",NA,NA,NA,NA,NA,NA,NA,0,90,6,1,93.33,83.33,457.72,37.7,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1491","OTU3",NA,NA,NA,NA,NA,NA,NA,0,64,3,1,95.31,66.67,458.22,35,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1492","OTU4",NA,NA,NA,NA,NA,NA,NA,0,56,4,1,92.86,75,458.18,37.1,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1493","OTU5","Arthropoda","Insecta","Lepidoptera","Depressariidae","Stenomatinae",NA,NA,96.71,54,5,5,90.74,0,457.57,29.26,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1494","OTU6","Arthropoda","Insecta","Lepidoptera","Depressariidae",NA,NA,NA,95.18,42,3,3,92.86,0,457.86,34.68,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1495","OTU7",NA,NA,NA,NA,NA,NA,NA,0,31,2,1,93.55,50,112.16,24.22,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1496","OTU8","Arthropoda","Insecta","Psocodea","Psocidae",NA,NA,NA,92.01,17,1,1,94.12,0,458,33.41,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1497","OTU9",NA,NA,NA,NA,NA,NA,NA,0,17,1,1,94.12,0,458,40.39,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1498","OTU10",NA,NA,NA,NA,NA,NA,NA,0,16,1,1,93.75,0,112,24.11,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1499","OTU11",NA,NA,NA,NA,NA,NA,NA,0,16,1,1,93.75,0,140,41.43,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1500","OTU12","Arthropoda","Insecta","Hemiptera","Pentatomidae",NA,NA,NA,94.73,9,1,1,88.89,0,458,35.37,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1501","OTU13",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,458,37.12,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1502","OTU14","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae","phyBioLep01","phyBioLep01 BioLep777",97.36,7,1,1,85.71,0,457,30.85,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1503","OTU15",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,179,36.31,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1504","OTU16",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,164,31.1,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1505","OTU17","Arthropoda","Insecta","Diptera","Milichiidae","Phyllomyzinae","Phyllomyza",NA,97.36,6,1,1,83.33,0,458,28.82,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1506","OTU18",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,38.21,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1507","OTU19",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,37.34,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1508","OTU21","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Anacampsinae","Aproaerema","Aproaerema albifrontella",90.15,5,1,1,80,0,457,31.51,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1509","OTU20",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,120,35.83,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1510","OTU23","Arthropoda","Insecta","Lepidoptera","Tineidae",NA,NA,NA,92.05,5,1,1,80,0,457,32.39,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1511","OTU22","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,90.37,5,1,1,80,0,458,32.75,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1512","OTU1","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Macronematinae","Leptonema","Leptonema sp. gmycC51",97.81,108,6,6,94.44,0,457.21,38.6,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1513","OTU2",NA,NA,NA,NA,NA,NA,NA,0,104,5,1,95.19,80,458.2,35,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1514","OTU3",NA,NA,NA,NA,NA,NA,NA,0,96,7,1,92.71,85.71,457.8,37.72,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1515","OTU4",NA,NA,NA,NA,NA,NA,NA,0,77,1,1,98.7,0,140,41.43,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1516","OTU5","Arthropoda","Insecta","Lepidoptera","Depressariidae","Stenomatinae",NA,NA,96.71,76,5,5,93.42,0,457.51,29.23,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1517","OTU6",NA,NA,NA,NA,NA,NA,NA,0,64,6,1,90.63,83.33,457.95,37.12,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1518","OTU7","Arthropoda","Insecta","Lepidoptera","Depressariidae",NA,NA,NA,95.18,62,3,3,95.16,0,457.77,34.68,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1519","OTU8",NA,NA,NA,NA,NA,NA,NA,0,39,2,1,94.87,50,111.82,24.15,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1520","OTU9",NA,NA,NA,NA,NA,NA,NA,0,22,2,1,90.91,50,457.64,40.43,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1521","OTU10",NA,NA,NA,NA,NA,NA,NA,0,18,1,1,94.44,0,179,36.31,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1522","OTU11","Arthropoda","Insecta","Psocodea","Psocidae",NA,NA,NA,92.01,18,3,3,83.33,0,457.72,33.43,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1523","OTU12",NA,NA,NA,NA,NA,NA,NA,0,13,1,1,92.31,0,105,25.71,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1524","OTU13","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,96.25,12,2,2,83.33,0,457.5,31.69,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1525","OTU14","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae","phyBioLep01","phyBioLep01 BioLep777",97.36,9,1,1,88.89,0,457,30.85,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1526","OTU15","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Anacampsinae","Aproaerema","Aproaerema albifrontella",90.15,6,1,1,83.33,0,457,31.51,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1527","OTU16","Arthropoda","Insecta","Lepidoptera","Noctuidae",NA,NA,NA,92.32,6,1,1,83.33,0,457,27.79,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1528","OTU17",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,121,35.54,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1529","OTU20",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,143,37.06,0,"MBR-CYB002.DNA-LT-ZET1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
